slug,Year,age,minutes_played,made_field_goals,attempted_field_goals,attempted_three_point_field_goals,attempted_free_throws,defensive_rebounds,turnovers,player_efficiency_rating,total_rebound_percentage,value_over_replacement_player
looneke01,2018,21,910,112,193,5,77,132,31,14.8,13.2,0.4
looneke01,2019,22,1481,217,347,10,105,223,51,17.3,15.0,0.9
looneke01,2020,23,262,29,79,14,12,38,12,9.4,13.6,-0.2
lopezbr01,2009,20,2501,448,844,2,217,440,147,17.9,15.8,0.9
lopezbr01,2010,21,3027,563,1129,2,509,439,204,20.1,13.5,2.5
lopezbr01,2011,22,2889,644,1309,1,489,291,176,19.3,10.0,1.9
lopezbr01,2012,23,136,38,77,0,32,10,6,21.9,7.7,0.1
lopezbr01,2013,24,2253,570,1094,1,392,304,131,24.7,13.4,3.0
lopezro01,2009,20,614,71,137,1,68,66,28,11.6,11.2,-0.2
lopezro01,2010,21,986,171,291,0,125,144,41,17.6,14.2,0.4
lopezro01,2011,22,991,179,357,0,100,134,48,13.9,12.6,-0.5
lopezro01,2012,23,895,124,269,0,140,119,43,15.2,13.2,0.0
lopezro01,2013,24,2136,384,719,0,207,236,110,18.9,12.9,1.4
mannte01,2020,23,362,37,79,20,27,45,18,10.6,7.9,0.0
mannte01,2021,24,1263,178,350,91,94,186,40,13.8,10.8,0.6
mannte01,2022,25,2317,334,690,208,164,321,84,13.4,9.7,0.8
mannte01,2023,26,1872,272,524,198,118,199,80,13.4,8.3,0.8
mannte01,2024,27,1873,254,493,204,95,167,48,12.0,7.7,0.2
markkla01,2018,20,2020,374,862,401,166,429,83,15.6,13.5,0.9
markkla01,2019,21,1682,342,795,332,195,396,85,17.1,15.2,0.7
markkla01,2020,22,1492,251,591,317,153,253,81,14.3,11.6,0.5
markkla01,2021,23,1317,250,521,296,92,233,52,15.2,11.3,0.7
markkla01,2022,24,1878,313,703,380,159,286,54,14.7,10.2,1.1
martica02,2020,24,317,37,84,37,21,28,15,12.0,6.5,0.1
martica02,2021,25,818,96,256,125,64,110,33,9.5,9.3,-0.3
martica02,2022,26,1372,208,410,155,93,160,52,14.8,9.5,1.1
martica02,2023,27,2077,254,548,236,113,256,78,11.4,9.7,0.4
martica02,2024,28,1756,241,559,232,99,207,77,10.8,9.1,0.0
martico01,2020,24,903,89,207,77,65,120,44,10.5,9.6,0.0
martico01,2021,25,849,83,188,58,43,109,40,10.6,10.3,0.0
martico01,2022,26,1866,204,423,159,107,203,61,12.7,8.1,0.7
martico01,2023,27,134,14,36,14,7,16,2,8.7,9.5,-0.1
martico01,2024,28,753,82,215,86,33,90,44,9.2,8.1,-0.3
maxieja01,2006,22,159,23,54,0,42,16,11,8.0,10.5,-0.3
maxieja01,2007,23,943,131,262,0,137,98,53,14.4,11.7,0.0
maxieja01,2008,24,1768,240,446,1,270,256,71,16.7,14.6,0.8
maxieja01,2009,25,1408,184,320,1,158,155,45,15.8,13.7,0.5
maxieja01,2010,26,1550,212,415,1,155,240,68,14.0,15.7,-0.3
mayooj01,2009,21,3120,562,1283,378,281,252,226,14.2,6.1,0.6
mayooj01,2010,22,3113,542,1183,355,262,250,176,14.6,5.8,1.6
mayooj01,2011,23,1869,304,747,264,131,135,99,12.6,5.4,0.7
mayooj01,2012,24,1771,300,736,275,172,180,124,14.7,6.9,1.3
mayooj01,2013,25,2913,461,1026,349,233,255,210,13.9,5.6,1.1
mccontj01,2016,23,1606,218,464,89,41,207,140,14.5,8.5,0.3
mccontj01,2017,24,2133,236,512,55,90,212,159,13.7,6.5,0.5
mccontj01,2018,25,1706,210,421,62,39,189,112,12.5,7.1,0.9
mccontj01,2019,26,1470,220,419,42,37,146,91,13.4,6.3,0.4
mccontj01,2020,27,1326,212,411,17,42,151,100,16.5,7.8,0.8
mcgruro01,2017,25,1966,190,460,220,71,162,56,9.1,7.2,0.0
mcgruro01,2018,26,299,36,73,35,8,22,4,12.0,6.2,0.1
mcgruro01,2019,27,1550,186,461,225,72,178,64,9.4,8.2,-0.1
mcgruro01,2020,28,871,72,181,89,34,122,24,6.7,9.0,-0.2
mcgruro01,2021,29,194,37,70,24,8,14,7,16.1,6.3,0.1
mckinal01,2018,25,53,8,15,9,3,6,3,10.1,7.4,0.0
mckinal01,2019,26,1003,134,275,118,48,166,30,11.2,13.1,-0.4
mckinal01,2020,27,593,73,171,65,31,76,26,8.7,10.6,-0.5
mckinal01,2021,28,258,48,93,39,18,32,5,15.5,11.8,0.1
mckinal01,2022,29,206,24,61,27,8,20,7,5.6,9.0,-0.4
mclaujo01,2020,23,590,87,178,76,39,42,31,16.3,4.4,0.3
mclaujo01,2021,24,938,100,242,92,30,87,51,12.0,6.2,0.1
mclaujo01,2022,25,902,88,200,85,40,72,38,13.4,5.6,0.6
mclaujo01,2023,26,678,61,145,78,18,47,33,11.8,5.1,0.2
mclaujo01,2024,27,626,70,145,89,18,54,19,15.5,6.5,1.0
meeksjo01,2010,22,486,64,177,82,21,67,20,8.4,8.4,-0.1
meeksjo01,2010,22,233,40,91,50,18,23,5,15.8,6.8,0.1
meeksjo01,2011,23,2062,242,570,348,170,150,60,12.5,4.8,1.1
meeksjo01,2012,24,1644,191,467,266,85,144,29,11.5,5.4,0.5
meeksjo01,2013,25,1663,205,530,342,96,134,52,11.4,5.7,0.4
meltode01,2019,20,984,100,256,95,28,109,75,9.9,7.5,-0.2
meltode01,2020,21,1167,161,401,140,121,177,84,13.5,9.9,0.5
meltode01,2021,22,1045,172,393,211,51,131,66,15.2,8.2,1.1
meltode01,2022,23,1657,281,695,372,120,264,112,15.2,10.4,1.6
meltode01,2023,24,2150,277,651,403,87,243,102,12.7,8.6,1.6
metuch01,2019,21,145,19,58,2,17,27,15,6.4,13.5,-0.2
metuch01,2020,22,105,24,42,2,13,21,10,22.2,16.9,0.1
metuch01,2021,23,488,91,179,37,43,81,29,14.5,12.7,-0.2
metuch01,2022,24,1279,203,449,186,91,301,61,13.4,14.3,0.2
metuch01,2023,25,689,129,219,38,73,151,32,17.3,16.4,0.3
middlkh01,2013,21,475,62,141,45,32,46,11,11.4,6.1,0.0
middlkh01,2014,22,2460,376,854,290,137,250,123,12.5,7.2,-0.2
middlkh01,2015,23,2378,406,869,268,156,299,113,15.6,8.4,2.2
middlkh01,2016,24,2852,507,1142,361,312,258,180,16.8,6.0,1.9
middlkh01,2017,25,889,150,333,104,92,112,65,15.0,8.1,0.4
millspa01,2007,21,1472,209,398,3,208,240,94,17.6,17.5,0.9
millspa01,2008,22,1702,253,502,4,229,293,87,16.1,16.5,0.8
millspa01,2009,23,2290,400,749,4,326,403,129,18.6,17.0,1.8
millspa01,2010,24,2277,385,716,9,264,373,116,16.7,14.5,1.4
millspa01,2011,25,2605,525,988,23,338,415,145,19.8,13.4,2.5
millspa02,2010,21,38,10,24,4,7,1,4,11.9,3.3,-0.1
millspa02,2011,22,783,135,328,133,47,32,62,13.0,4.0,0.1
millspa02,2012,23,261,63,130,56,15,24,26,21.5,6.2,0.3
millspa02,2013,24,656,113,241,130,19,41,39,14.1,4.4,0.4
millspa02,2014,25,1527,309,666,318,82,135,63,18.7,6.2,2.3
miltosh01,2019,22,268,34,87,44,7,26,6,9.3,6.9,-0.1
miltosh01,2020,23,805,134,277,135,65,73,47,14.4,6.0,0.2
miltosh01,2021,24,1461,300,667,203,176,115,103,14.6,5.6,0.1
miltosh01,2022,25,1179,173,403,133,73,112,44,11.9,6.7,-0.1
miltosh01,2023,26,1567,241,503,148,116,152,94,12.7,7.2,0.0
mitchdo01,2018,21,2638,595,1362,550,297,244,215,16.7,6.4,2.2
mitchdo01,2019,22,2598,661,1530,519,396,257,218,17.2,6.6,2.2
mitchdo01,2020,23,2364,602,1342,473,322,251,184,18.8,7.1,2.3
mitchdo01,2021,24,1771,478,1091,461,316,185,147,21.3,7.0,2.8
mitchdo01,2022,25,2266,617,1376,654,313,227,200,21.6,6.8,3.6
monkma01,2018,19,854,153,425,243,38,58,49,10.2,4.2,-0.3
monkma01,2019,20,1258,227,586,330,102,121,86,11.8,5.9,-0.3
monkma01,2020,21,1169,212,488,204,100,130,77,12.6,7.3,-0.1
monkma01,2021,22,878,173,399,212,72,87,55,13.6,6.2,0.0
monkma01,2022,23,2139,391,826,442,117,219,122,14.4,6.4,0.8
monrogr01,2011,20,2222,303,550,1,233,353,81,18.0,16.5,1.4
monrogr01,2012,21,2082,407,781,1,272,398,161,22.0,18.3,2.6
monrogr01,2013,22,2687,514,1058,4,392,541,234,19.5,16.7,2.6
monrogr01,2014,23,2690,504,1015,1,367,504,166,18.1,15.4,1.4
monrogr01,2015,24,2137,423,853,0,336,475,149,21.2,17.9,2.1
mooreet01,2012,22,331,43,113,45,7,29,21,8.8,5.9,0.0
mooreet01,2013,23,1682,237,598,197,59,119,105,10.7,5.6,-0.1
mooreet01,2014,24,1506,195,456,161,68,107,55,11.1,5.1,0.2
mooreet01,2015,25,504,62,139,38,20,34,14,10.3,5.0,0.1
mooreet01,2016,26,1263,187,389,104,35,114,53,11.4,5.5,0.0
moranja01,2020,20,2074,447,937,179,308,208,220,17.4,6.6,1.2
moranja01,2021,21,2053,430,957,241,372,193,203,16.7,6.5,0.8
moranja01,2022,22,1889,580,1177,256,415,248,196,24.4,9.0,3.9
moranja01,2023,23,1948,566,1214,300,497,296,206,23.3,9.7,3.8
moranja01,2024,24,318,80,170,51,64,44,27,20.6,8.6,0.4
morrimo01,2018,22,25,4,6,1,2,2,1,27.1,4.5,0.1
morrimo01,2019,23,1970,346,702,227,81,159,52,16.2,5.3,1.7
morrimo01,2020,24,1636,260,566,172,89,113,53,14.9,4.7,0.7
morrimo01,2021,25,1196,186,387,134,73,85,34,14.0,4.6,0.5
morrimo01,2022,26,2239,374,773,314,84,199,78,14.7,5.6,1.1
mutomdi01,2001,34,1716,169,354,0,154,505,92,16.5,22.5,1.5
mutomdi01,2001,34,875,100,202,0,137,203,52,19.6,20.8,1.0
mutomdi01,2002,35,2907,321,641,0,364,609,156,16.0,16.8,2.0
mutomdi01,2003,36,514,49,131,0,55,99,34,11.2,17.0,-0.2
mutomdi01,2004,37,1494,141,295,0,119,292,54,14.3,16.9,0.8
naderab01,2018,24,522,50,149,65,39,58,34,5.1,7.4,-0.4
naderab01,2019,25,694,91,215,100,36,102,26,8.8,8.6,-0.2
naderab01,2020,26,867,123,263,128,66,86,43,11.3,6.4,0.2
naderab01,2021,27,355,57,116,43,37,55,19,13.4,9.9,0.2
naderab01,2022,28,145,12,35,14,10,23,11,4.9,10.0,-0.1
napiesh01,2015,23,1012,87,228,118,56,96,81,9.3,6.7,-0.3
napiesh01,2016,24,600,68,201,104,45,46,46,9.6,5.1,-0.2
napiesh01,2017,25,512,73,183,92,49,53,41,13.6,6.6,0.2
napiesh01,2018,26,1535,223,531,218,138,144,90,14.2,6.0,1.0
napiesh01,2019,27,983,169,435,228,138,82,66,15.3,5.3,0.9
netora01,2016,23,1499,180,418,162,70,103,109,10.2,4.7,0.0
netora01,2017,24,346,41,91,31,9,26,15,10.7,5.0,0.2
netora01,2018,25,498,69,151,47,35,42,36,11.9,5.6,0.1
netora01,2019,26,474,74,161,60,33,56,35,13.4,7.1,0.2
netora01,2020,27,668,101,222,88,47,50,47,12.7,5.0,0.0
niangge01,2017,23,93,9,36,12,2,15,5,0.1,10.3,-0.2
niangge01,2018,24,32,4,11,4,2,6,3,9.2,16.0,0.0
niangge01,2019,25,516,86,181,105,24,76,23,13.0,9.1,0.3
niangge01,2020,26,923,141,322,225,24,112,30,11.7,7.6,0.4
niangge01,2021,27,1154,177,405,292,23,148,51,11.4,8.1,0.5
noahjo01,2008,22,1534,177,367,1,194,242,89,15.5,15.3,0.7
noahjo01,2009,23,1938,207,372,1,182,362,82,16.5,17.9,1.5
noahjo01,2010,24,1925,262,520,0,219,484,117,17.9,20.3,1.7
noahjo01,2011,25,1576,211,402,1,188,316,90,18.8,18.5,1.9
noahjo01,2012,26,1945,249,490,1,206,387,92,19.6,18.0,2.8
ntilila01,2018,19,1706,182,500,157,68,140,131,7.0,5.8,-1.3
ntilila01,2019,20,904,95,282,115,30,75,56,6.0,5.0,-0.9
ntilila01,2020,21,1187,131,333,137,59,98,71,9.8,5.4,-0.4
ntilila01,2021,22,322,29,79,48,18,25,11,7.7,5.2,0.0
ntilila01,2022,23,685,89,223,111,25,67,31,10.4,6.4,0.0
nwabada01,2017,24,397,47,81,5,39,46,11,12.2,8.7,0.0
nwabada01,2018,25,1646,202,423,52,203,237,77,12.2,10.6,-0.2
nwabada01,2019,26,984,126,262,75,85,122,29,12.5,9.2,0.0
nwabada01,2020,27,268,37,71,28,27,37,8,14.0,8.7,0.2
nwabada01,2021,28,679,106,218,63,68,78,17,14.4,9.3,0.2
obertfa01,2006,30,490,44,93,2,27,66,28,9.3,14.8,-0.2
obertfa01,2007,31,1365,158,281,0,51,237,69,11.9,16.3,0.2
obertfa01,2008,32,1644,180,296,1,61,277,51,13.8,15.4,1.0
obertfa01,2009,33,677,61,104,1,35,77,38,10.6,12.5,0.0
obertfa01,2010,34,650,35,56,0,17,71,36,5.7,9.3,-0.4
okogijo01,2019,20,1757,196,508,215,162,177,63,9.3,6.6,-0.5
okogijo01,2020,21,1547,170,398,154,191,181,87,11.5,9.1,-0.2
okogijo01,2021,22,1197,102,254,108,108,93,43,9.1,7.1,-0.4
okogijo01,2022,23,516,42,104,47,51,41,23,9.0,7.3,-0.1
okogijo01,2023,24,1350,162,414,197,192,142,63,13.3,10.3,0.6
okurme01,2003,23,1366,180,423,112,131,218,66,14.8,14.5,0.5
okurme01,2004,24,1580,251,542,48,209,261,101,18.3,15.4,1.4
okurme01,2005,25,2304,354,756,63,387,422,141,18.9,16.6,2.3
okurme01,2006,26,2945,519,1128,234,454,535,163,19.0,15.4,2.7
okurme01,2007,27,2664,490,1061,336,387,419,125,18.1,13.2,2.8
ollieke01,2001,28,161,5,27,0,19,20,9,5.5,8.2,-0.1
ollieke01,2001,28,764,71,165,3,70,59,40,11.4,5.3,0.1
ollieke01,2002,29,1146,97,253,2,130,110,80,11.2,6.5,-0.4
ollieke01,2002,29,577,40,100,0,97,49,26,14.3,5.5,0.4
ollieke01,2003,30,1127,117,255,5,91,87,36,13.5,5.1,0.3
onealro01,2018,24,1150,120,284,118,76,211,55,10.8,11.7,0.5
onealro01,2019,25,1671,163,343,176,42,263,70,9.0,9.2,0.6
onealro01,2020,26,2049,158,365,244,55,362,61,9.5,10.4,1.5
onealro01,2021,27,2241,175,394,278,46,397,83,9.9,11.5,1.7
onealro01,2022,28,2406,203,444,306,56,304,79,10.3,8.4,1.7
oquinky01,2013,22,638,101,197,1,45,144,37,15.8,18.5,0.1
oquinky01,2014,23,1188,186,371,3,83,264,78,16.5,17.3,0.5
oquinky01,2015,24,824,119,242,43,57,153,55,14.8,13.6,0.4
oquinky01,2016,25,764,129,271,22,60,174,61,17.5,17.9,0.5
oquinky01,2017,26,1229,215,413,17,83,282,76,20.5,19.2,1.2
osmande01,2018,22,672,90,186,87,46,101,32,11.0,10.0,-0.1
osmande01,2019,23,2444,360,844,374,181,312,114,11.5,8.1,-0.8
osmande01,2020,24,1910,266,609,321,94,192,91,10.7,6.7,-0.3
osmande01,2021,25,1510,219,586,324,95,163,80,10.3,7.5,-0.5
osmande01,2022,26,1462,247,572,359,131,121,67,13.3,5.5,0.8
pachuza01,2004,19,664,68,175,0,90,105,34,10.8,14.9,-0.6
pachuza01,2005,20,1397,160,354,1,185,247,70,14.4,15.9,0.2
pachuza01,2006,21,2452,307,681,2,404,349,180,15.0,15.0,-0.1
pachuza01,2007,22,2026,291,614,1,373,301,162,16.8,14.9,0.6
pachuza01,2008,23,944,107,245,3,153,159,69,11.0,15.3,-0.7
parkean01,2007,31,2437,328,687,261,158,223,71,14.5,6.8,2.1
parkean01,2008,32,2634,395,829,304,125,284,87,14.4,7.5,1.9
parkean01,2009,33,2637,321,754,241,145,272,114,12.1,7.1,0.8
parkean01,2010,34,2289,206,475,261,95,201,71,9.9,6.0,1.0
parkean01,2011,35,2091,220,552,227,95,185,80,10.5,6.0,0.0
parketo01,2002,19,2267,268,639,189,160,164,151,11.7,5.0,0.6
parketo01,2003,20,2774,484,1043,243,290,183,198,16.5,4.5,1.7
parketo01,2004,21,2577,423,946,199,272,194,179,15.7,5.1,1.8
parketo01,2005,22,2735,539,1118,156,323,251,215,18.0,6.4,2.8
parketo01,2006,23,2715,623,1136,36,358,223,249,20.8,5.7,3.3
parsoch01,2012,23,1804,248,549,178,78,210,81,13.3,9.6,1.3
parsoch01,2013,24,2758,456,939,395,155,325,147,15.3,8.3,2.8
parsoch01,2014,25,2783,466,987,351,221,340,144,15.9,8.2,2.6
parsoch01,2015,26,2186,383,829,347,193,259,96,16.3,8.1,2.0
parsoch01,2016,27,1799,320,651,251,136,256,95,16.2,8.7,1.8
paulch01,2006,20,2808,407,947,177,465,339,183,22.1,8.5,5.1
paulch01,2007,21,2353,381,871,143,357,226,161,22.0,6.9,4.2
paulch01,2008,22,3006,630,1291,249,390,259,201,28.3,6.2,9.3
paulch01,2009,23,3002,631,1255,176,524,363,231,30.0,8.7,9.9
paulch01,2010,24,1712,314,637,127,190,171,112,23.7,6.5,3.5
pekovni01,2011,25,887,136,263,0,114,103,91,11.2,12.1,-0.8
pekovni01,2012,26,1264,256,454,0,187,165,87,21.4,15.2,1.0
pekovni01,2013,27,1959,385,741,0,324,315,101,20.2,15.9,1.2
pekovni01,2014,28,1663,379,701,0,249,262,84,20.7,15.3,1.1
pekovni01,2015,29,815,139,328,0,129,145,42,16.6,16.4,0.0
pinsoth01,2019,23,211,25,73,46,22,32,18,8.1,9.0,-0.1
pinsoth01,2020,24,365,45,155,80,16,44,33,5.2,7.7,-0.5
pinsoth01,2021,25,34,1,9,8,0,5,1,-8.1,8.0,-0.1
pinsoth01,2022,26,148,14,39,30,10,19,5,11.9,7.9,0.1
pinsoth01,2023,27,323,31,87,62,13,53,12,10.1,11.4,-0.1
poolejo01,2020,20,1274,167,502,265,119,109,74,7.2,5.0,-1.5
poolejo01,2021,21,988,205,474,276,119,77,51,15.1,5.0,0.4
poolejo01,2022,22,2283,474,1058,580,266,226,187,16.1,6.2,1.7
poolejo01,2023,23,2458,550,1278,637,415,193,252,14.6,5.0,0.1
poolejo01,2024,24,2346,490,1186,564,219,180,188,12.1,4.8,-1.2
portemi01,2020,21,903,195,383,147,72,193,49,19.8,16.1,0.8
portemi01,2021,22,1912,443,817,382,134,354,77,20.6,13.2,2.5
portemi01,2022,23,265,37,103,48,9,50,12,7.5,12.4,-0.1
portemi01,2023,24,1798,398,817,454,120,277,68,16.8,10.9,1.0
portemi01,2024,25,2565,522,1079,554,110,459,92,15.5,12.2,1.3
poweldw01,2015,23,9,4,5,0,2,1,2,34.9,6.1,0.0
poweldw01,2015,23,227,27,62,11,31,31,9,13.0,11.8,0.0
poweldw01,2016,24,992,146,296,16,142,189,40,16.8,15.1,0.5
poweldw01,2017,25,1333,194,377,74,141,213,34,17.6,13.3,1.0
poweldw01,2018,26,1672,255,430,84,185,309,59,18.8,14.7,1.5
priceaj01,2010,23,865,145,354,174,75,76,59,14.0,5.6,0.3
priceaj01,2011,24,795,114,320,149,81,56,53,10.7,5.0,-0.2
priceaj01,2012,25,568,59,174,88,35,48,32,11.5,6.0,0.1
priceaj01,2013,26,1278,161,413,200,62,94,64,12.4,4.9,0.5
priceaj01,2014,27,99,19,46,22,2,9,7,9.7,5.5,-0.1
pricero01,2006,22,150,21,58,27,12,10,10,10.5,5.8,0.0
pricero01,2007,23,563,67,172,65,55,56,33,10.5,7.4,0.0
pricero01,2008,24,588,88,204,75,38,38,30,12.3,4.8,0.2
pricero01,2009,25,738,77,203,61,45,57,61,8.5,5.6,-0.3
pricero01,2010,26,806,98,242,63,59,46,56,10.3,5.4,0.1
randlju01,2015,20,14,1,3,0,2,0,1,-7.5,0.0,0.0
randlju01,2016,21,2286,358,835,36,270,657,149,13.9,19.5,-0.7
randlju01,2017,22,2132,377,773,63,282,486,173,16.3,16.3,0.6
randlju01,2018,23,2190,504,904,45,425,473,213,19.9,15.9,1.4
randlju01,2019,24,2232,571,1089,195,487,472,208,20.9,14.7,2.0
reidna01,2020,20,495,100,243,97,53,90,22,15.3,13.2,0.0
reidna01,2021,21,1347,304,581,174,166,240,69,18.2,12.9,0.6
reidna01,2022,22,1215,233,476,166,149,199,82,17.2,13.3,0.6
reidna01,2023,23,1251,310,577,217,127,260,92,18.5,14.9,1.0
reidna01,2024,24,1964,406,851,408,148,350,111,16.0,12.2,1.7
robindu01,2019,24,161,18,46,35,6,17,4,7.6,6.3,-0.1
robindu01,2020,25,2166,323,687,606,72,222,70,13.1,6.0,1.3
robindu01,2021,26,2262,315,717,613,75,243,81,11.0,6.3,0.6
robindu01,2022,27,2043,290,726,624,61,179,60,10.6,5.6,0.7
robindu01,2023,28,691,88,237,192,32,61,28,7.8,5.9,-0.5
robinmi01,2019,20,1360,202,291,0,135,246,35,22.0,16.3,1.6
robinmi01,2020,21,1412,253,341,0,148,242,37,23.5,16.2,1.8
robinmi01,2021,22,853,115,176,0,53,139,26,17.7,16.0,0.7
robinmi01,2022,23,1848,261,343,0,181,322,60,20.7,17.9,2.0
robinmi01,2023,24,1591,188,280,0,122,288,41,18.9,19.2,1.7
roziete01,2016,21,311,29,106,27,10,39,19,5.0,10.8,-0.3
roziete01,2017,22,1263,151,411,179,66,187,47,10.9,10.0,0.2
roziete01,2018,23,2068,316,800,402,149,313,80,15.1,9.9,2.1
roziete01,2019,24,1791,258,666,337,93,275,68,13.0,9.1,0.8
roziete01,2020,25,2164,398,941,423,190,226,141,14.8,7.0,0.8
rubiori01,2012,21,1404,139,389,94,157,150,131,14.6,6.7,1.1
rubiori01,2013,22,1691,185,514,92,264,185,172,16.2,7.7,1.3
rubiori01,2014,23,2638,255,670,133,283,281,221,15.4,7.1,2.1
rubiori01,2015,24,692,78,219,51,71,106,64,15.2,10.3,0.3
rubiori01,2016,25,2323,219,586,190,314,286,193,17.6,8.2,2.3
rushbr01,2009,23,1803,243,575,209,66,199,75,9.0,7.1,-0.3
rushbr01,2010,24,2491,297,702,302,89,305,93,9.6,7.6,0.4
rushbr01,2011,25,1754,217,515,223,106,184,69,10.6,6.9,0.5
rushbr01,2012,26,1717,235,469,219,82,218,68,15.2,8.3,1.6
rushbr01,2013,27,25,6,9,2,3,1,3,11.9,2.2,0.0
sampsja01,2003,19,8,0,2,0,0,1,0,8.4,14.6,0.0
sampsja01,2004,20,130,11,23,0,12,29,6,15.0,22.6,0.0
sampsja01,2005,21,329,28,62,0,39,86,17,11.6,21.2,-0.2
sampsja01,2006,22,39,5,7,0,2,13,0,24.4,27.0,0.1
sampsja01,2007,23,125,9,14,1,14,33,10,11.3,21.6,0.0
satorto01,2017,25,719,61,147,37,33,58,38,8.5,6.5,-0.1
satorto01,2018,26,1643,201,384,101,96,161,83,15.4,8.0,1.3
satorto01,2019,27,2164,257,530,162,160,197,120,14.1,7.0,0.7
satorto01,2020,28,1878,237,551,199,121,178,130,13.5,7.5,0.4
satorto01,2021,29,1307,169,329,118,79,112,96,13.8,6.0,0.5
scalabr01,2002,23,290,23,67,10,15,39,24,4.2,9.9,-0.3
scalabr01,2003,24,724,68,169,39,36,101,46,8.9,11.1,0.0
scalabr01,2004,25,928,86,218,41,70,131,42,9.5,11.0,-0.1
scalabr01,2005,26,1167,132,332,68,69,161,66,11.0,12.6,0.1
scalabr01,2006,27,938,74,193,87,36,87,50,5.9,7.4,-0.4
scolalu01,2008,27,2024,345,670,3,235,351,105,16.1,14.6,1.0
scolalu01,2009,28,2488,424,799,3,258,520,123,17.0,16.9,1.6
scolalu01,2010,29,2671,560,1090,5,267,530,163,17.2,15.1,1.1
scolalu01,2011,30,2412,569,1129,3,290,459,147,18.4,14.2,1.0
scolalu01,2012,31,2067,436,888,3,198,306,153,15.4,12.0,0.0
serapke01,2011,21,635,66,147,0,31,72,42,8.4,13.7,-0.8
serapke01,2012,22,1176,203,382,1,70,177,66,15.8,13.4,0.1
serapke01,2013,23,1721,330,716,0,88,239,130,10.3,11.1,-1.5
serapke01,2014,24,578,111,220,0,31,75,41,12.5,12.8,-0.5
serapke01,2015,25,1235,231,450,2,82,201,98,12.5,13.1,-0.6
sextoco01,2019,20,2605,519,1206,296,255,179,185,12.0,5.0,-1.8
sextoco01,2020,21,2143,513,1086,255,267,143,158,16.3,5.3,0.1
sextoco01,2021,22,2115,525,1105,264,383,129,167,18.0,4.9,1.0
sextoco01,2022,23,316,68,151,45,39,23,31,11.2,6.3,-0.2
sextoco01,2023,24,1145,237,468,122,199,68,85,15.9,5.0,0.2
shamela01,2019,21,1108,153,347,245,54,64,26,10.7,3.7,0.0
shamela01,2019,21,694,87,210,151,39,49,19,11.3,4.3,0.1
shamela01,2020,22,1452,158,391,296,76,94,42,8.5,3.6,0.0
shamela01,2021,23,1403,186,456,333,78,101,48,10.3,4.4,-0.2
shamela01,2022,24,1437,191,485,334,81,110,41,10.2,4.7,0.3
siakapa01,2017,22,859,103,205,7,32,121,33,11.5,12.2,-0.1
siakapa01,2018,23,1679,253,498,132,87,285,67,14.5,12.1,1.4
siakapa01,2019,24,2548,519,945,214,302,425,154,18.7,11.6,2.8
siakapa01,2020,25,2110,500,1104,365,303,375,148,17.9,11.0,2.0
siakapa01,2021,26,2006,437,961,246,301,310,130,17.7,11.1,1.4
simonan01,2019,19,141,28,63,29,16,10,11,11.1,4.9,-0.1
simonan01,2020,20,1449,214,536,226,92,127,61,9.0,5.5,-0.9
simonan01,2021,21,1104,168,401,282,57,126,43,12.3,6.8,0.3
simonan01,2022,22,1681,353,797,442,116,125,115,15.3,4.9,0.5
simonan01,2023,23,2171,467,1045,562,179,143,128,14.8,4.3,0.5
smartma01,2015,20,1808,175,477,272,127,161,90,11.0,6.7,0.7
smartma01,2016,21,1667,184,529,241,166,179,80,11.3,8.1,0.4
smartma01,2017,22,2399,269,749,332,250,227,159,12.0,7.1,0.4
smartma01,2018,23,1614,189,515,249,133,146,129,10.8,6.4,0.3
smartma01,2019,24,2200,239,567,346,129,177,123,13.2,5.7,1.5
smithcr01,2007,23,1537,246,463,6,186,267,74,15.7,16.2,0.1
smithcr01,2008,24,1547,297,528,9,200,230,89,16.7,13.2,0.3
smithcr01,2009,25,1460,289,514,1,248,186,105,16.9,11.4,0.5
smithcr01,2010,26,1232,226,397,5,208,190,88,16.9,13.5,0.4
smithcr01,2011,27,586,104,188,5,68,74,33,15.4,11.7,0.1
smithgr02,2012,21,69,7,11,0,0,15,1,12.3,16.8,0.0
smithgr02,2013,22,1110,170,274,1,130,210,41,16.1,16.4,0.4
smithgr02,2014,23,100,18,28,0,5,16,5,13.7,15.0,0.0
smithgr02,2015,24,363,30,49,0,39,53,11,10.2,11.9,-0.1
smithgr02,2016,25,192,18,32,0,17,30,7,7.9,12.7,-0.2
snellto01,2014,22,1231,129,336,178,41,105,44,8.0,5.7,-0.2
snellto01,2015,23,1412,159,371,197,55,145,48,10.2,6.8,0.2
snellto01,2016,24,1301,126,339,155,33,180,52,6.4,8.1,-0.6
snellto01,2017,25,2336,246,541,355,58,226,55,9.7,6.2,0.2
snellto01,2018,26,2053,185,425,268,48,132,36,8.5,4.0,-0.1
songada01,2004,25,976,133,273,0,88,134,43,14.6,13.1,0.2
songada01,2005,26,1668,257,488,3,111,219,70,14.9,11.5,0.5
songada01,2006,27,1329,236,491,5,115,170,85,13.6,10.6,0.3
songada01,2007,28,700,118,225,2,54,90,43,13.6,11.0,-0.2
songada01,2008,29,1554,214,467,2,73,190,86,11.8,10.2,-0.2
splitti01,2011,26,738,101,191,1,140,129,32,16.0,15.8,0.2
splitti01,2012,27,1121,212,343,0,181,213,87,20.5,15.7,1.1
